latitude,longitude,event_date,soil_moisture,tilt_x,vibration_count,rainfall_24h,rainfall_72h,slope_angle,ndvi,landslide_occurred
31.5158,78.2619,2010-10-14 19:30:00,60.21,5.56,27.0,0.0,0.1,18.3,0.19,1
0.4671,35.5333,2012-12-29 13:00:00,41.79,5.44,29.0,8.6,16.3,17.26,0.14,1
47.418594,-122.347205,2021-11-03,21.7,0.25,0.0,9.8,24.1,5.69,0.26,0
41.7497,-77.299,2016-10-16,54.76,0.77,2.0,2.0,2.0,19.41,0.53,0
40.6235,-111.7443,2009-04-14 23:00:00,59.73,6.75,26.0,8.5,10.8,35.53,0.3,1
13.5807,-86.9101,2015-07-23,28.26,2.86,10.0,0.7,0.8999999999999999,17.33,0.54,0
10.6468,122.2416,2019-10-17,58.57,2.27,0.0,1.1,2.5,12.83,0.72,0
-7.542442,110.446035,2023-09-26,62.98,0.69,5.0,1.4,9.2,14.32,0.77,0
21.2228,104.0836,2013-09-05 00:00:00,63.05,8.14,14.0,76.5,108.8,23.28,0.27,1
21.8411,106.6741,2022-06-22,50.04,0.0,3.0,0.4,0.4,7.25,0.5,0
3.0965,101.657,2010-05-31 21:00:00,50.36,9.33,19.0,16.0,44.4,35.43,0.26,1
45.4966,-123.677,2023-02-18,5.33,1.55,7.0,3.6,5.7,10.0,0.32,0
5.3,5.8167,2022-01-13,34.71,1.9,1.0,7.8,11.5,8.38,0.43,0
44.0304,-92.4671,2007-08-18 00:00:00,76.33,0.93,11.0,42.2,42.2,29.82,0.61,1
6.5368,124.5618,2021-12-09,46.98,2.19,11.0,0.7,1.6,13.54,0.69,0
-33.8234,151.0075,2013-06-30 17:50:00,80.6,6.07,26.0,1.5,28.8,18.01,0.6,1
40.866917,-123.034161,2017-03-07 16:30:00,44.57,5.6,6.0,12.9,36.8,29.72,0.24,1
45.5113,-122.7069,2018-06-04,57.02,3.35,5.0,0.0,0.0,29.39,0.47,0
7.7299,125.0989,2011-07-16 20:00:00,43.75,7.39,18.0,13.2,35.6,28.28,0.32,1
28.8665,79.5682,2011-08-12 00:00:00,68.52,5.83,18.0,11.5,53.4,23.61,0.61,1
9.9271,-84.4568,2010-07-30 09:30:00,66.28,2.97,18.0,8.2,31.8,18.5,0.23,1
30.5279,-87.9085,2023-06-22,6.55,0.0,3.0,3.8,12.0,19.32,0.25,0
45.3226,-73.7771,2007-04-14 00:00:00,62.79,5.62,5.0,0.0,21.7,29.05,0.47,1
45.49,-75.7628,2016-04-23,42.92,2.66,4.0,0.0,9.4,22.5,0.64,0
23.1781,105.5054,2015-11-18,11.35,1.58,9.0,0.1,0.3,23.39,0.67,0
35.42818822,-120.7711518,2019-09-20,20.9,2.02,7.0,0.0,0.0,22.71,0.61,0
26.1044,91.7082,2014-09-22 00:00:00,87.35,4.07,20.0,37.1,140.8,27.99,0.07,1
28.27909521,83.00633062,2023-04-24,21.16,2.15,3.0,2.7,3.3000000000000003,22.31,0.68,0
9.2903,123.26,2022-03-28,35.84,2.21,2.0,13.1,41.6,15.41,0.53,0
14.4882,121.3088,2007-11-23 00:00:00,23.37,6.4,20.0,0.0,41.0,48.44,0.33,1
30.9206,78.3276,2021-03-18,32.44,0.0,3.0,0.1,1.5,14.98,0.59,0
60.4279,9.398,2007-07-03 00:00:00,30.2,1.3,21.0,44.6,50.9,32.67,0.7,1
44.146,-71.9677,2023-05-04,15.43,4.14,5.0,0.3,12.9,11.94,0.25,0
36.411747,-81.48218355,2022-07-19,5.0,3.24,6.0,0.0,10.7,22.55,0.68,0
7.159883,80.562102,2015-11-10,32.44,0.82,0.0,1.8,28.8,21.42,0.6,0
45.51457205,-122.7012766,2017-02-07 18:52:00,50.06,8.47,8.0,2.4,62.8,38.21,0.29,1
35.44377033,73.98356806,2023-01-22,37.1,0.11,7.0,3.7,6.0,13.13,0.67,0
26.0462,68.2767,2016-07-06,19.33,0.0,0.0,0.0,0.0,4.53,0.64,0
14.2801,-87.9369,2021-07-20,46.68,5.39,5.0,14.7,18.0,12.5,0.7,0
42.7404,-73.6385,2008-03-09 00:00:00,50.36,6.95,0.0,0.0,39.1,24.55,0.45,1
3.185,101.7673,2015-10-12,26.51,0.25,0.0,6.8,14.8,18.84,0.65,0
37.5513,-83.3614,2015-09-28 12:00:00,69.87,4.16,31.0,0.5,15.5,24.26,0.5,1
28.8254,96.1509,2021-07-05,77.48,1.67,10.0,10.0,54.9,8.71,0.77,0
4.193408,114.04228,2023-09-15,42.1,3.61,3.0,0.2,10.2,0.0,0.48,0
26.8727,94.9275,2013-08-16 00:00:00,55.01,7.91,25.0,16.4,56.2,21.93,0.65,1
37.8595,-122.5012,2014-12-21 02:00:00,62.62,1.59,29.0,0.1,18.4,31.86,0.34,1
33.25383574,-117.1540032,2017-02-27 20:52:00,44.94,1.04,20.0,66.7,68.9,40.58,0.27,1
34.15214903,-117.9412065,2015-12-15,51.06,2.39,8.0,0.0,6.5,13.65,0.42,0
27.3258,86.087,2007-09-03 00:00:00,51.06,2.3,25.0,8.5,40.9,31.52,0.59,1
-41.5877,175.2362,2008-05-09 00:00:00,45.05,5.34,23.0,4.8,4.8,30.41,0.34,1
26.1833,91.8,2007-09-13 00:00:00,50.56,2.0,23.0,6.7,11.9,24.87,0.51,1
25.7428,93.9136,2007-08-28 00:00:00,39.09,6.55,22.0,15.0,117.1,30.79,0.51,1
49.0022,-122.7576,2011-03-31 00:30:00,51.22,6.12,15.0,14.2,46.9,30.18,0.3,1
37.11199036,-121.9757197,2019-09-07,43.18,1.17,7.0,0.0,0.0,16.43,0.65,0
6.358246,-75.499849,2016-10-26 14:24:00,63.79,5.87,16.0,8.3,41.5,37.61,0.6,1
25.0333,98.4667,2007-07-19 00:00:00,55.46,1.43,16.0,60.5,97.3,35.86,0.33,1
15.2422,-92.0738,2021-12-19,5.0,1.57,4.0,0.0,1.1,22.06,0.62,0
30.7007,77.8644,2016-05-23 01:00:00,50.86,0.24,10.0,20.1,20.1,24.19,0.23,1
24.0896,91.4663,2013-05-08 00:00:00,80.58,5.58,8.0,57.9,174.7,27.33,0.17,1
40.4239,-80.0181,2016-03-27,33.21,0.61,2.0,0.0,5.4,14.83,0.81,0
14.4236,-90.4792,2015-06-06 00:00:00,68.06,5.6,7.0,28.1,73.0,28.49,0.43,1
40.4372,-80.0813,2023-09-17,61.51,2.27,3.0,3.4,3.4,11.73,0.53,0
32.5755,-116.9016,2016-07-16,21.78,1.97,11.0,0.0,0.0,0.0,0.55,0
37.38644301,-122.2620793,2022-06-09,13.78,0.0,5.0,0.0,0.0,21.55,0.61,0
39.096,-84.2992,2008-03-16 00:00:00,75.37,4.59,22.0,0.0,11.8,25.05,0.26,1
-35.8166324,173.7165281,2017-02-17 20:04:00,44.01,6.05,16.0,10.3,78.1,23.08,0.35,1
49.3,-123.1341,2007-12-03 10:00:00,78.37,3.2,20.0,82.3,117.7,24.6,0.29,1
-16.9135,145.7231,2021-02-20,41.16,1.79,6.0,14.8,151.20000000000002,17.02,0.57,0
40.4613,-106.8295,2017-07-07,31.35,2.07,0.0,0.0,0.5,11.9,0.61,0
33.9861,73.8369,2023-04-18,53.58,0.0,5.0,24.5,37.9,19.34,0.55,0
32.8464,-117.2619,2008-01-28 19:30:00,60.66,1.56,7.0,9.9,34.0,13.99,0.45,1
16.36626096,120.6312641,2017-05-24 20:14:00,74.58,3.99,27.0,11.1,42.2,39.22,0.22,1
34.453,-119.653,2021-04-26,5.0,0.5,13.0,0.3,1.8,15.18,0.06,0
40.78356656,73.60000632,2017-04-16 13:34:00,65.01,2.15,13.0,0.0,0.0,27.24,0.33,1
47.325353,-122.368876,2017-03-16 14:10:00,62.89,6.21,8.0,1.2,36.6,24.8,0.22,1
28.145796,84.069015,2020-09-28,27.01,0.0,0.0,0.1,49.6,9.11,0.4,0
13.6891,-89.2361,2014-10-12 00:00:00,68.44,9.24,18.0,13.0,26.7,30.68,0.31,1
42.9651,-123.8152,2011-02-20 00:00:00,31.75,6.71,31.0,2.0,8.1,23.9,0.39,1
25.1333,93.9667,2019-03-18,18.9,2.88,1.0,0.2,2.1,1.66,0.36,0
45.713,-122.7251,2022-11-02,39.31,2.1,6.0,8.0,40.2,14.55,0.45,0
10.1118,-83.9793,2011-05-08 23:00:00,82.88,6.55,23.0,13.6,21.4,27.05,0.59,1
39.2376,-8.6859,2022-11-25,39.76,0.0,0.0,0.0,6.1,31.39,0.47,0
34.4275,-119.092,2010-12-31 18:00:00,63.38,8.29,10.0,0.0,15.2,33.13,0.37,1
-16.6037,179.0421,2012-01-22 00:00:00,95.62,6.8,0.0,62.4,97.5,24.27,0.49,1
7.1733,124.2185,2020-01-13,5.0,0.17,0.0,0.7,7.699999999999999,17.38,0.24,0
33.6917,76.0412,2018-12-18,39.21,0.99,8.0,0.0,0.0,20.0,0.92,0
37.4814,-82.5186,2007-04-20 00:00:00,100.0,8.49,27.0,0.0,11.9,32.29,0.41,1
40.4041,-79.7822,2022-08-01,26.64,2.11,2.0,3.7,7.8,6.64,0.7,0
4.8525,100.7943,2023-02-23,51.79,3.75,8.0,1.3,22.9,10.34,1.0,0
37.6954,-119.7269,2020-03-02,46.18,2.22,6.0,0.0,12.0,8.87,0.79,0
16.9648,73.5189,2021-02-05,33.08,1.85,1.0,0.0,0.0,20.73,0.49,0
45.4701,-122.6587,2016-10-15 18:08:00,45.79,7.62,13.0,26.5,109.8,29.68,0.26,1
10.329,123.888,2021-11-26,36.79,2.91,0.0,31.5,60.3,17.86,0.81,0
15.15,74.11,2016-01-21,50.04,2.59,8.0,0.0,0.0,19.89,0.61,0
35.1368,-118.4948,2007-10-30 00:00:00,55.4,4.08,17.0,0.1,0.2,27.46,0.3,1
42.8214,47.1188,2019-03-03,51.97,1.76,7.0,3.7,4.4,18.9,0.58,0
37.02829013,-122.216077,2017-02-21 17:55:00,59.1,5.8,16.0,22.7,124.1,43.13,0.33,1
19.2675,104.8433,2018-06-26,40.51,0.66,13.0,16.7,25.4,19.83,0.52,0
40.635,-91.284,2010-03-14 00:00:00,39.38,10.77,17.0,0.0,26.2,28.87,0.41,1
-18.115639,178.36266,2016-12-16 14:22:00,47.92,8.37,26.0,44.8,111.4,31.92,0.32,1
35.31194721,76.31257094,2011-07-31 00:00:00,77.2,0.0,7.0,2.0,10.1,8.85,0.46,1
30.7292,78.4396,2016-02-24,22.21,2.31,0.0,0.7,2.5,20.02,0.46,0
9.7789,-84.125,2019-04-07,7.85,0.66,0.0,12.0,35.5,23.54,0.48,0
51.0552,-0.845,2013-12-24 00:00:00,45.01,4.43,20.0,20.1,40.9,33.08,0.4,1
51.41495704,-117.4693413,2017-05-10 13:28:00,39.37,7.12,0.0,1.6,1.9,26.6,0.28,1
39.978954,70.56256,2019-09-01,24.66,3.51,8.0,0.0,0.0,0.86,0.45,0
39.9243,-111.5443,2021-09-16,60.74,0.05,0.0,0.0,0.0,0.0,0.26,0
45.915562,-122.740865,2017-03-31 12:57:00,47.64,4.66,5.0,0.0,20.8,20.18,0.3,1
32.7862,-116.8526,2014-12-03 00:00:00,62.01,0.66,12.0,8.8,12.1,14.86,0.3,1
40.4301,-80.0017,2014-05-13 09:30:00,37.28,11.94,8.0,2.0,11.2,30.15,0.31,1
42.0124,20.9482,2015-08-03 00:00:00,80.67,0.21,13.0,12.1,20.6,25.52,0.56,1
33.2451,75.2257,2007-08-06 00:00:00,79.85,2.85,11.0,7.0,10.7,31.14,0.55,1
40.1129,-123.7984,2012-03-20 09:00:00,45.33,0.0,16.0,1.7,3.4,15.48,0.23,1
2.6752,-75.6447,2021-03-14,34.93,0.68,8.0,5.9,37.9,6.57,0.57,0
-16.4724,168.2362,2013-10-24 00:00:00,46.66,7.29,0.0,46.0,118.7,34.72,0.3,1
39.30552057,-119.9142097,2017-12-21,44.75,0.75,0.0,0.0,5.8,24.87,0.38,0
30.6738,77.3544,2013-06-16 00:00:00,79.52,8.67,18.0,74.9,96.5,28.56,0.28,1
38.395,-81.5871,2015-03-04 00:00:00,37.91,5.48,5.0,41.8,53.4,17.41,0.29,1
34.91321927,72.75163388,2017-08-19,42.56,0.0,1.0,2.8,2.8,21.98,0.82,0
45.2729,-122.6717,2007-10-18 00:00:00,41.68,6.18,18.0,10.4,24.4,34.98,0.44,1
14.5854,121.0709,2012-10-25 00:00:00,66.02,4.67,13.0,36.6,40.9,21.4,0.56,1
9.2279,-82.3808,2015-05-24 23:30:00,66.66,7.22,24.0,7.9,21.700000000000003,17.62,0.6,1
38.4006,-81.6171,2013-07-12 00:00:00,74.0,6.95,7.0,4.6,22.0,25.42,0.48,1
24.9936,98.4927,2014-07-10 05:00:00,59.68,5.22,5.0,10.1,17.8,29.34,0.67,1
51.3255,-2.9339,2012-11-21 18:00:00,56.89,4.48,9.0,35.5,53.4,35.12,0.0,1
27.90362599,85.91050294,2017-07-02 19:39:00,72.5,1.0,5.0,17.8,68.8,32.74,0.33,1
44.12206433,-122.4124263,2017-04-27 13:17:00,64.3,3.29,8.0,9.9,50.5,32.53,0.48,1
28.2668,103.5681,2007-05-27 00:00:00,81.53,6.72,11.0,0.0,0.0,38.62,0.48,1
21.61900923,91.92597729,2018-12-18,50.82,0.19,5.0,6.9,6.9,21.36,0.52,0
47.2185,8.8888,2013-06-02 09:00:00,66.39,2.46,16.0,21.2,131.70000000000002,21.96,0.68,1
38.498,-106.08,2008-08-23 00:00:00,86.93,6.37,0.0,5.4,5.4,22.0,0.46,1
-2.5325,140.7117,2013-01-24 00:00:00,60.65,6.38,27.0,15.9,58.3,17.46,0.26,1
16.4357,120.5763,2018-11-12,41.95,0.87,0.0,0.1,0.1,5.35,0.56,0
51.7579283,-3.795446854,2017-03-01 21:51:00,82.05,6.88,14.0,6.9,26.3,36.46,0.26,1
38.1935,-81.3669,2015-03-04 21:00:00,58.03,4.38,27.0,35.4,45.6,30.7,0.45,1
34.0869,-119.0604,2015-02-04,63.18,0.0,6.0,0.0,0.0,5.01,0.61,0
45.7153,-121.6406,2020-02-04,38.93,0.33,8.0,3.6,4.9,15.93,0.57,0
35.7508,68.8479,2019-02-05,44.07,1.06,5.0,16.1,18.4,14.05,0.7,0
24.75,93.4333,2007-10-21 00:00:00,58.5,10.55,5.0,1.4,17.400000000000002,25.98,0.35,1
25.69111465,94.09483333,2017-07-12 13:28:00,63.56,2.75,10.0,15.4,137.4,32.75,0.23,1
23.9304,88.2374,2021-11-07,46.45,0.38,7.0,0.0,0.0,20.82,0.48,0
37.64,-81.8769,2015-03-04 00:00:00,50.22,1.7,8.0,40.7,48.400000000000006,13.5,0.07,1
52.6901,-3.8666,2011-04-03 03:20:00,62.77,0.0,16.0,4.3,8.2,32.03,0.23,1
39.941551,-121.267258,2016-07-12,23.31,1.6,0.0,0.0,0.0,6.86,0.41,0
20.855596,-156.168305,2016-11-21 15:00:00,52.22,5.48,17.0,10.3,26.1,27.36,0.29,1
-1.824,121.5179,2018-08-09,60.68,2.81,0.0,1.9,6.0,2.06,0.46,0
32.3712,77.2466,2023-02-18,33.47,1.13,2.0,0.0,0.0,22.09,0.82,0
45.377,-122.0704,2022-04-24,63.68,1.07,5.0,0.0,1.6,24.71,0.54,0
37.6536,-112.9821,2020-10-14,47.54,1.71,6.0,0.0,0.0,13.32,0.28,0
8.7463,-82.4569,2018-05-17,33.14,0.59,10.0,6.8,22.6,17.93,0.57,0
-1.2654,116.831,2020-11-25,71.77,0.5,0.0,2.7,33.2,19.83,0.42,0
53.792,-2.2389,2008-01-22 00:00:00,63.32,0.44,33.0,1.1,50.0,27.01,0.5,1
27.6969,111.9933,2023-08-23,15.71,1.17,12.0,0.1,21.7,11.73,0.56,0
37.67124551,-112.1110734,2018-05-17,39.9,0.0,4.0,0.0,0.0,21.76,0.43,0
10.41107984,123.877217,2016-11-13,64.42,1.71,1.0,0.1,7.2,6.3,0.57,0
-37.839925,177.595887,2016-11-11 15:00:00,69.84,5.35,0.0,3.1,3.1,34.23,0.55,1
-19.6528,-40.8424,2015-05-26,5.63,3.18,0.0,0.0,0.0,19.27,0.68,0
44.4686,-109.8833,2020-09-23,29.84,2.11,1.0,0.0,1.0,17.98,0.45,0
-7.6511,111.1835,2019-05-04,49.88,0.91,6.0,5.7,19.5,24.51,0.58,0
6.2245,124.7128,2016-10-04 23:00:00,54.94,2.86,26.0,19.5,51.9,46.2,0.31,1
-0.58474,37.559988,2017-05-20 20:14:00,45.2,3.41,15.0,0.3,3.0,20.66,0.57,1
47.7246,-122.2811,2015-04-02,14.84,2.02,3.0,0.5,24.8,15.87,0.44,0
49.7715,-116.9091,2015-02-07 00:00:00,65.13,3.75,20.0,14.3,58.5,27.25,0.28,1
43.6698,40.298,2014-07-27 00:00:00,57.13,5.17,8.0,4.5,7.8,12.89,0.18,1
27.8569,85.1287,2015-08-27 00:00:00,84.06,5.23,10.0,26.6,43.4,32.15,0.38,1
-41.2941,174.7855,2022-03-18,42.2,2.59,1.0,0.0,2.2,22.29,0.73,0
25.118398,92.853913,2023-10-25,20.55,0.44,9.0,0.2,5.2,10.06,0.5,0
30.8522,76.991,2015-05-06,24.07,1.86,0.0,0.0,0.0,18.47,0.79,0
-30.3167,30.6667,2019-10-26,35.35,0.35,10.0,0.0,0.0,14.27,0.55,0
15.41602484,75.61670443,2017-05-15 14:05:00,44.91,8.12,18.0,0.7,7.199999999999999,22.45,0.38,1
47.9696408,-122.3510792,2017-03-29 13:40:00,65.01,3.22,22.0,18.7,25.4,22.37,0.26,1
46.2128,-122.9199,2015-11-16 00:00:00,38.7,2.48,9.0,21.9,91.7,31.25,0.46,1
30.6207,34.8149,2016-05-03,45.42,1.25,7.0,0.0,0.0,5.57,0.55,0
34.52842248,-120.1723487,2023-02-17,33.64,3.11,6.0,0.0,0.0,26.39,0.63,0
-36.84933303,174.8388783,2017-04-05 13:19:00,53.97,8.49,3.0,27.3,73.60000000000001,19.62,0.21,1
28.278,84.35,2008-08-26 00:00:00,53.29,7.14,17.0,156.2,228.0,35.25,0.5,1
27.8173,83.4643,2011-07-01 04:30:00,66.08,8.73,17.0,102.9,209.3,32.95,0.33,1
36.27009466,-85.97897289,2017-05-30 13:34:00,58.05,7.92,9.0,1.6,2.4,35.68,0.59,1
27.1954,88.6115,2009-09-17 00:00:00,86.23,1.32,27.0,11.8,24.8,24.62,0.29,1
35.14803123,-81.01035394,2017-05-21 20:14:00,74.8,9.69,12.0,42.5,42.5,33.26,0.24,1
6.9894,122.1187,2018-07-10,24.25,3.12,4.0,15.9,24.8,12.29,0.77,0
39.1883,-107.2341,2020-09-27,64.55,3.46,4.0,0.0,0.0,6.62,0.61,0
28.21798862,84.71592278,2020-09-26,49.92,1.73,2.0,27.4,160.4,21.94,0.56,0
44.1799,18.6599,2023-01-14,31.97,1.85,3.0,5.5,5.5,2.76,0.54,0
14.6229,-90.5316,2007-09-22 00:00:00,61.7,4.75,23.0,34.1,64.0,35.15,0.09,1
-1.4771,102.4382,2017-04-03,61.56,0.0,7.0,8.2,60.2,28.84,0.44,0
12.9711,76.2728,2010-10-03 00:00:00,49.27,3.96,5.0,4.0,25.6,19.96,0.34,1
13.90074546,74.66018578,2017-06-12 13:27:00,98.53,0.0,2.0,175.5,568.6999999999999,28.53,0.34,1
-41.31460954,174.7789668,2016-01-17,73.7,0.35,9.0,0.0,2.5,14.9,0.69,0
45.68817427,-122.7038316,2011-02-12 06:50:00,54.76,1.5,6.0,13.7,13.7,40.69,0.16,1
31.2574,103.6019,2016-11-22,52.11,4.64,6.0,5.8,8.8,12.25,0.57,0
13.901105,-60.969451,2022-06-27,58.81,0.0,9.0,5.1,18.4,18.44,0.41,0
45.6706,-121.9383,2015-02-04,27.76,3.45,12.0,3.6,22.4,15.86,0.42,0
30.8796,119.4211,2013-02-20 13:47:00,28.83,7.49,12.0,0.0,33.4,31.66,0.42,1
40.4427,-80.0342,2009-03-10 15:00:00,51.76,9.67,25.0,2.3,32.6,20.32,0.5,1
36.2665,74.6006,2014-09-11 23:00:00,91.61,7.34,7.0,1.3,5.2,18.74,0.18,1
37.356,-2.0371,2019-04-09,5.0,1.47,3.0,0.0,0.5,14.23,0.47,0
38.36665773,-81.61067785,2017-01-14 18:34:00,69.68,4.18,13.0,18.6,28.5,33.05,0.05,1
46.77115383,-114.353279,2023-09-07,44.26,3.85,5.0,0.4,1.5,19.81,0.35,0
45.942,-122.7759,2015-12-09 15:00:00,60.98,5.16,10.0,32.9,157.4,26.23,0.18,1
-35.047,173.7463,2008-02-23 00:00:00,75.29,5.24,10.0,56.1,109.8,26.87,0.22,1
4.5791,101.3882,2014-12-30 17:30:00,61.59,6.84,5.0,4.5,45.1,27.33,0.47,1
-18.0903,178.3623,2019-03-22,5.0,0.0,0.0,12.1,20.6,11.41,0.36,0
14.651,-90.5403,2015-08-13,24.02,0.0,2.0,0.0,6.4,28.4,0.37,0
36.21772147,-121.7508007,2017-09-27,51.01,1.44,7.0,0.0,0.0,14.41,0.56,0
39.35900577,-123.5095595,2017-01-03 19:12:00,53.91,2.3,18.0,32.2,43.6,24.45,0.38,1
-6.9675,107.888,2013-01-03 00:00:00,44.29,7.11,14.0,13.6,48.2,36.05,0.51,1
40.19920903,-79.9235025,2021-01-15,49.38,1.85,5.0,4.5,4.5,27.34,0.64,0
30.8522,76.991,2010-08-13 00:00:00,51.11,5.23,8.0,5.0,30.5,44.73,0.36,1
43.31347825,-110.7420242,2017-03-17 14:24:00,83.05,5.86,7.0,0.0,1.4,38.6,0.1,1
47.5944,-122.3881,2017-09-03,27.16,0.0,3.0,0.0,0.0,16.13,0.63,0
11.3403,76.8267,2021-02-18,49.3,2.77,0.0,3.5,14.4,15.64,0.51,0
30.24147729,78.89773782,2017-12-11,61.18,3.33,7.0,0.6,0.6,14.23,0.44,0
34.219,77.2665,2008-03-30 00:00:00,59.66,2.58,24.0,0.0,0.0,24.6,0.24,1
44.5694,-123.617,2012-01-22 00:00:00,58.6,2.68,24.0,9.3,46.400000000000006,27.48,0.56,1
13.7084,123.2388,2022-02-05,48.68,1.82,9.0,2.9,14.8,14.16,0.55,0
27.8196,85.2114,2013-06-18 00:00:00,49.63,8.15,24.0,23.9,95.9,16.0,0.56,1
6.8907,-73.4081,2014-10-21 03:00:00,65.67,4.71,17.0,0.7,21.7,34.02,0.35,1
37.11761054,-122.0859022,2017-01-24 20:14:00,62.86,11.44,15.0,0.5,62.2,32.06,0.18,1
-6.5873,106.7932,2016-07-23,25.76,0.14,5.0,5.9,26.1,20.14,0.73,0
52.6843,-118.175,2019-09-17,59.05,2.0,2.0,0.0,14.5,31.14,0.41,0
40.3875,-79.7569,2021-03-08,40.86,0.0,0.0,0.0,0.0,3.75,0.73,0
16.28332586,80.26097734,2022-09-03,59.4,1.49,0.0,0.3,4.2,6.25,0.51,0
-40.9345,145.6226,2022-09-27,61.45,0.0,7.0,1.3,8.8,18.49,0.79,0
40.5459,39.5272,2009-11-21 00:00:00,66.43,4.69,15.0,33.2,52.0,20.4,0.41,1
37.8893,-122.4614,2014-12-16 09:00:00,51.11,6.33,12.0,12.8,41.5,24.12,0.42,1
54.267,-0.3913,1993-06-04 06:00:00,92.85,1.28,18.0,0.0,7.1,33.62,0.33,1
27.6072,86.9985,2009-08-20 00:00:00,37.08,6.34,6.0,38.5,96.0,32.52,0.35,1
38.395,-81.5871,2020-01-04,13.37,2.61,1.0,12.1,29.0,8.04,0.64,0
26.9226,107.3407,2014-08-27 20:00:00,60.94,4.49,5.0,1.5,12.2,27.18,0.25,1
45.98329529,-122.4228509,2019-02-03,45.15,1.1,6.0,8.6,30.9,17.75,0.47,0
22.90813548,92.47207294,2017-06-09 14:21:00,77.65,4.03,22.0,12.0,50.3,16.67,0.17,1
-9.5744,160.1445,2013-04-13 18:00:00,49.0,5.33,12.0,12.4,32.1,26.86,0.25,1
27.0998,93.6287,2022-12-27,23.68,2.0,6.0,7.2,18.9,17.34,0.63,0
41.942,-75.2291,2022-08-07,51.58,2.81,12.0,4.9,5.5,30.76,0.54,0
36.229474,-81.499376,2017-04-26,36.08,1.89,3.0,0.0,53.3,11.68,0.53,0
39.81020345,69.52794225,2023-05-24,33.33,1.23,4.0,0.0,4.5,22.48,0.38,0
15.8294,78.0501,2018-12-28,40.48,0.0,11.0,1.2,1.6,20.67,0.63,0
41.58207707,42.00481323,2017-02-25 21:39:00,67.04,7.31,3.0,0.0,14.6,28.41,0.31,1
54.81,-5.7647,2016-03-28 00:00:00,59.26,4.24,22.0,1.2,10.4,16.49,0.13,1
27.3144,89.545,2009-10-15 00:00:00,70.43,0.72,8.0,0.0,0.0,30.03,0.53,1
-7.004723,110.422311,2016-11-15 15:00:00,42.62,2.44,23.0,18.2,69.8,22.04,0.47,1
40.00918,-121.246364,2017-11-10,50.75,0.71,6.0,4.3,38.8,11.23,0.58,0
45.78715735,-123.9588755,2019-08-21,25.63,3.74,5.0,12.4,12.4,5.73,0.59,0
33.7112,-117.6428,2017-05-12,57.77,2.86,3.0,0.0,0.4,15.08,0.57,0
37.5457,-82.7778,2014-04-30 23:00:00,79.61,2.47,21.0,23.3,50.1,25.43,0.5,1
36.9566,-121.6815,2009-10-13 00:00:00,45.65,7.95,5.0,97.7,98.0,12.52,0.59,1
50.9001,0.4864,2012-12-22 09:00:00,33.7,4.74,0.0,16.2,32.0,36.31,0.36,1
21.4782,-158.05,2011-01-13 19:24:00,56.74,2.34,6.0,14.0,34.4,39.59,0.42,1
28.239,82.9415,2015-06-20,40.95,0.73,8.0,10.6,17.4,23.42,0.45,0
25.4191,94.1079,2017-06-04,17.27,2.91,0.0,13.2,40.0,21.28,0.69,0
34.89483946,72.79989006,2017-11-17,39.19,0.0,0.0,0.0,3.0,23.49,0.39,0
35.078,-82.808,2015-01-09,5.0,3.68,1.0,0.0,0.0,7.92,0.81,0
43.8406,-122.627,2012-03-12 00:00:00,63.98,6.48,6.0,9.0,26.7,41.96,0.47,1
20.9629,107.0722,2017-10-07,45.7,0.0,9.0,32.7,71.7,17.22,0.62,0
24.89456743,121.7334279,2015-05-21,39.12,4.02,4.0,21.0,37.3,25.65,0.51,0
47.959627,-122.248738,2017-03-24 14:10:00,43.29,0.0,19.0,9.9,19.5,21.91,0.54,1
0.771483087,35.56580095,2022-08-06,45.25,1.16,4.0,8.0,21.7,16.93,0.43,0
17.3768,-92.7439,2015-10-07 00:00:00,47.0,3.23,13.0,0.0,0.0,21.01,0.36,1
48.2264,-114.3032,2018-03-25,44.78,1.24,0.0,0.2,4.8,18.68,0.33,0
60.1346,-2.0885,2007-08-06 00:00:00,56.95,5.88,17.0,21.5,30.4,20.32,0.36,1
37.25520686,-107.017168,2017-04-14 17:55:00,47.2,5.39,32.0,0.0,0.4,33.75,0.49,1
47.43593125,-122.4658786,2020-05-22,48.32,0.0,9.0,0.0,5.3,14.76,0.39,0
37.12855432,-122.1211344,2016-11-21,42.85,1.7,7.0,0.1,26.3,0.0,0.27,0
43.3207,-72.0358,2008-04-29 00:00:00,29.69,1.39,20.0,32.7,52.900000000000006,30.33,0.45,1
39.9425,-107.8818,2007-08-14 00:00:00,71.93,1.05,28.0,0.3,1.2,35.26,0.21,1
36.22480107,-81.52494138,2021-09-11,53.32,0.0,5.0,0.0,2.7,0.65,0.53,0
31.45206,78.401303,2016-08-21 17:45:00,39.44,2.49,18.0,6.3,16.5,14.78,0.24,1
-6.9959,107.5044,2017-01-18,52.48,1.8,5.0,2.2,25.700000000000003,26.11,0.61,0
1.0172,122.1997,2021-09-19,47.76,0.0,10.0,2.5,11.7,22.31,0.43,0
36.23,111.38,2008-09-08 08:00:00,60.16,5.27,0.0,12.3,15.0,25.64,0.0,1
39.1652,-107.8476,2014-05-25 00:00:00,53.46,1.18,12.0,14.5,25.5,36.84,0.24,1
